SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,sector
BELLACASA,Bella Casa Fashion & Retail Limited,EQ,18-JUL-2025,10,1,INE344T01014,10,Consumer Cyclical
BELRISE,Belrise Industries Limited,EQ,28-MAY-2025,5,1,INE894V01022,5,Consumer Cyclical
BEML,BEML Limited,EQ,05-NOV-2003,10,1,INE258A01016,10,Industrials
BEPL,Bhansali Engineering Polymers Limited,EQ,21-MAR-2005,1,1,INE922A01025,1,Basic Materials
BERGEPAINT,Berger Paints (I) Limited,EQ,24-NOV-1999,1,1,INE463A01038,1,Basic Materials
BESTAGRO,Best Agrolife Limited,EQ,10-APR-2024,10,1,INE052T01013,10,Basic Materials
BFINVEST,BF Investment Limited,EQ,14-JAN-2011,5,1,INE878K01010,5,Financial Services
BFUTILITIE,BF Utilities Limited,EQ,03-MAY-2007,5,1,INE243D01012,5,Industrials
BGRENERGY,BGR Energy Systems Limited,BE,03-JAN-2008,10,1,INE661I01014,10,Industrials
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,EQ,18-OCT-2021,1,1,INE414D01027,1,Basic Materials
BHAGERIA,Bhageria Industries Limited,EQ,02-MAR-2016,5,1,INE354C01027,5,Basic Materials
BHAGYANGR,Bhagyanagar India Limited,BE,17-MAY-2017,2,1,INE458B01036,2,Basic Materials
BHANDARI,Bhandari Hosiery Exports Limited,EQ,30-JAN-2017,1,1,INE474E01029,1,Consumer Cyclical
BHARATFORG,Bharat Forge Limited,EQ,04-APR-2003,2,1,INE465A01025,2,Consumer Cyclical
BHARATGEAR,Bharat Gears Limited,BE,03-APR-1996,10,1,INE561C01019,10,Consumer Cyclical
BHARATRAS,Bharat Rasayan Limited,EQ,11-OCT-1995,10,1,INE838B01013,10,Basic Materials
BHARATSE,Bharat Seats Limited,EQ,24-MAR-2025,2,1,INE415D01024,2,Consumer Cyclical
BHARATWIRE,Bharat Wire Ropes Limited,EQ,01-APR-2016,10,1,INE316L01019,10,Basic Materials
BHARTIARTL,Bharti Airtel Limited,EQ,15-FEB-2002,5,1,INE397D01024,5,Communication Services
BHARTIHEXA,Bharti Hexacom Limited,EQ,12-APR-2024,5,1,INE343G01021,5,Communication Services
BHEL,Bharat Heavy Electricals Limited,EQ,11-NOV-2003,2,1,INE257A01026,2,Industrials
BIGBLOC,Bigbloc Construction Limited,EQ,02-SEP-2016,2,1,INE412U01025,2,Industrials
BIKAJI,Bikaji Foods International Limited,EQ,16-NOV-2022,1,1,INE00E101023,1,Consumer Defensive
BIL,Bhartiya International Limited,EQ,12-APR-2000,10,1,INE828A01016,10,Consumer Cyclical
BILVYAPAR,BIL VYAPAR LIMITED,EQ,27-SEP-2006,10,1,INE071A01013,10,Basic Materials
BIOCON,Biocon Limited,EQ,07-APR-2004,5,1,INE376G01013,5,Healthcare
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,EQ,12-JUN-1996,10,1,INE829A01014,10,Healthcare
BIRLACABLE,Birla Cable Limited,EQ,06-DEC-1995,10,1,INE800A01015,10,Technology
BIRLACORPN,Birla Corporation Limited,EQ,12-APR-1995,10,1,INE340A01012,10,Basic Materials
BIRLAMONEY,Aditya Birla Money Limited,EQ,07-FEB-2008,1,1,INE865C01022,1,Financial Services
BIRLANU,BirlaNu Limited,EQ,26-APR-1995,10,1,INE557A01011,10,Industrials
BLACKBUCK,BLACKBUCK LIMITED,EQ,22-NOV-2024,1,1,INE0UIZ01018,1,Technology
BLAL,BEML Land Assets Limited,EQ,19-APR-2023,10,1,INE0N7W01012,10,Financial Services
BLBLIMITED,BLB Limited,EQ,31-MAY-2000,1,1,INE791A01024,1,Financial Services
BLISSGVS,Bliss GVS Pharma Limited,EQ,26-JUL-2010,1,1,INE416D01022,1,Healthcare
BLKASHYAP,B. L. Kashyap and Sons Limited,EQ,17-MAR-2006,1,1,INE350H01032,1,Industrials
BLS,BLS International Services Limited,EQ,14-JUN-2016,1,1,INE153T01027,1,Industrials
BLSE,BLS E-Services Limited,EQ,06-FEB-2024,10,1,INE0NLT01010,10,Industrials
BLUECOAST,Blue Coast Hotels Limited,BE,16-FEB-2000,10,1,INE472B01011,10,Consumer Cyclical
BLUEDART,Blue Dart Express Limited,EQ,12-DEC-2002,10,1,INE233B01017,10,Industrials
BLUEJET,Blue Jet Healthcare Limited,EQ,01-NOV-2023,2,1,INE0KBH01020,2,Healthcare
BLUESTARCO,Blue Star Limited,EQ,15-JUN-2000,2,1,INE472A01039,2,Industrials
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,EQ,19-AUG-2025,1,1,INE304W01038,1,Consumer Cyclical
BLUSPRING,Bluspring Enterprises Limited,EQ,11-JUN-2025,10,1,INE0U4101014,10,Industrials
BMWVENTLTD,BMW Ventures Limited,BE,01-OCT-2025,10,1,INE965W01036,10,Basic Materials
BODALCHEM,Bodal Chemicals Limited,EQ,22-AUG-2011,2,1,INE338D01028,2,Basic Materials
BOHRAIND,Bohra Industries Limited,EQ,27-OCT-2022,10,1,INE802W01023,10,Basic Materials
BOMDYEING,Bombay Dyeing & Mfg Company Limited,EQ,26-APR-1995,2,1,INE032A01023,2,Consumer Cyclical
BORANA,Borana Weaves Limited,EQ,27-MAY-2025,10,1,INE16SF01016,10,Consumer Cyclical
BOROLTD,Borosil Limited,EQ,22-JUL-2020,1,1,INE02PY01013,1,Consumer Cyclical
BORORENEW,BOROSIL RENEWABLES LIMITED,EQ,25-MAY-2018,1,1,INE666D01022,1,Technology
BOROSCI,Borosil Scientific Limited,EQ,07-JUN-2024,1,1,INE02L001032,1,Consumer Cyclical
BOSCHLTD,Bosch Limited,EQ,12-MAY-2003,10,1,INE323A01026,10,Consumer Cyclical
BPCL,Bharat Petroleum Corporation Limited,EQ,13-SEP-1995,10,1,INE029A01011,10,Energy
BPL,BPL Limited,EQ,14-JUN-1995,10,1,INE110A01019,10,Technology
BRIGADE,Brigade Enterprises Limited,EQ,31-DEC-2007,10,1,INE791I01019,10,Real Estate
BRIGHOTEL,Brigade Hotel Ventures Limited,EQ,31-JUL-2025,10,1,INE03NU01014,10,Consumer Cyclical
BRITANNIA,Britannia Industries Limited,EQ,05-NOV-1998,1,1,INE216A01030,1,Consumer Defensive
BRNL,Bharat Road Network Limited,EQ,18-SEP-2017,10,1,INE727S01012,10,Industrials
BROOKS,Brooks Laboratories Limited,EQ,05-SEP-2011,10,1,INE650L01011,10,Healthcare
BSE,BSE Limited,EQ,03-FEB-2017,2,1,INE118H01025,2,Financial Services
BSHSL,Bombay Super Hybrid Seeds Limited,EQ,28-OCT-2020,1,1,INE032Z01020,1,Basic Materials
BSL,BSL Limited,EQ,27-JUL-1995,10,1,INE594B01012,10,Consumer Cyclical
BSOFT,BIRLASOFT LIMITED,EQ,24-NOV-1999,2,1,INE836A01035,2,Technology
BTML,Bodhi Tree Multimedia Limited,EQ,15-FEB-2023,1,1,INE0EEJ01023,1,Communication Services
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,EQ,28-APR-2014,10,1,INE295F01017,10,Consumer Cyclical
BVCL,Barak Valley Cements Limited,BE,23-NOV-2007,10,1,INE139I01011,10,Basic Materials
BYKE,The Byke Hospitality Ltd,EQ,15-APR-2015,10,1,INE319B01014,10,Consumer Cyclical
CALSOFT,California Software Company Limited,EQ,28-JUN-2000,10,1,INE526B01014,10,Technology
CAMLINFINE,Camlin Fine Sciences Limited,EQ,20-JAN-2015,1,1,INE052I01032,1,Basic Materials
CAMPUS,Campus Activewear Limited,EQ,09-MAY-2022,5,1,INE278Y01022,5,Consumer Cyclical
CAMS,Computer Age Management Services Limited,EQ,07-MAY-2021,10,1,INE596I01012,10,Technology
CANBK,Canara Bank,EQ,23-DEC-2002,2,1,INE476A01022,2,Financial Services
CANFINHOME,Can Fin Homes Limited,EQ,10-MAY-1995,2,1,INE477A01020,2,Financial Services
CANTABIL,Cantabil Retail India Limited,EQ,12-OCT-2010,2,1,INE068L01024,2,Consumer Cyclical
CAPACITE,Capacit'e Infraprojects Limited,EQ,25-SEP-2017,10,1,INE264T01014,10,Industrials
CAPITALSFB,Capital Small Finance Bank Limited,EQ,14-FEB-2024,10,1,INE646H01017,10,Financial Services
CAPLIPOINT,Caplin Point Laboratories Limited,EQ,23-JUN-2014,2,1,INE475E01026,2,Healthcare
CAPTRUST,Capital Trust Limited,EQ,16-JAN-2017,10,1,INE707C01018,10,Financial Services
CARBORUNIV,Carborundum Universal Limited,EQ,03-APR-1996,1,1,INE120A01034,1,Industrials
CARERATING,CARE Ratings Limited,EQ,26-DEC-2012,10,1,INE752H01013,10,Financial Services
CARRARO,Carraro India Limited,EQ,30-DEC-2024,10,1,INE0V7W01012,10,Consumer Cyclical
CARTRADE,Cartrade Tech Limited,EQ,20-AUG-2021,10,1,INE290S01011,10,Consumer Cyclical
CARYSIL,CARYSIL LIMITED,EQ,14-JAN-2021,2,1,INE482D01024,2,Consumer Cyclical
CASTROLIND,Castrol India Limited,EQ,14-MAR-2014,5,1,INE172A01027,5,Energy
CCCL,Consolidated Construction Consortium Limited,EQ,15-OCT-2007,2,1,INE429I01024,2,Industrials
CCHHL,Country Club Hospitality & Holidays Limited,EQ,03-FEB-2015,2,1,INE652F01027,2,Consumer Cyclical
CCL,CCL Products (India) Limited,EQ,07-JUN-2004,2,1,INE421D01022,2,Consumer Defensive
CDSL,Central Depository Services (India) Limited,EQ,30-JUN-2017,10,1,INE736A01011,10,Financial Services
CEATLTD,CEAT Limited,EQ,01-FEB-2008,10,1,INE482A01020,10,Consumer Cyclical
CEIGALL,Ceigall India Limited,EQ,08-AUG-2024,5,1,INE0AG901020,5,Industrials
CELEBRITY,Celebrity Fashions Limited,EQ,12-JAN-2006,10,1,INE185H01016,10,Consumer Cyclical
CELLO,Cello World Limited,EQ,06-NOV-2023,5,1,INE0LMW01024,5,Consumer Cyclical
CEMPRO,Cemindia Projects Limited,EQ,10-FEB-1999,1,1,INE686A01026,1,Industrials
CENTENKA,Century Enka Limited,EQ,10-MAY-1995,10,1,INE485A01015,10,Consumer Cyclical
CENTEXT,Century Extrusions Limited,EQ,20-JUL-2004,1,1,INE281A01026,1,Basic Materials
CENTRALBK,Central Bank of India,EQ,21-AUG-2007,10,1,INE483A01010,10,Financial Services
CENTRUM,Centrum Capital Limited,EQ,04-APR-2018,1,1,INE660C01027,1,Financial Services
CENTUM,Centum Electronics Limited,EQ,05-OCT-2007,10,1,INE320B01020,10,Technology
CENTURYPLY,Century Plyboards (India) Limited,EQ,23-MAR-2006,1,1,INE348B01021,1,Basic Materials
CERA,Cera Sanitaryware Limited,EQ,02-NOV-2007,5,1,INE739E01017,5,Industrials
CEREBRAINT,Cerebra Integrated Technologies Limited,BZ,26-JUN-2013,10,1,INE345B01019,10,Technology
CESC,CESC Limited,EQ,08-FEB-1995,1,1,INE486A01021,1,Utilities
CEWATER,Concord Enviro Systems Limited,EQ,27-DEC-2024,5,1,INE037Z01029,5,Utilities
CGCL,Capri Global Capital Limited,EQ,29-OCT-2010,1,1,INE180C01042,1,Financial Services
CGPOWER,CG Power and Industrial Solutions Limited,EQ,01-MAR-1995,2,1,INE067A01029,2,Industrials
CHALET,Chalet Hotels Limited,EQ,07-FEB-2019,10,1,INE427F01016,10,Consumer Cyclical
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,EQ,14-JUN-1995,10,1,INE085A01013,10,Basic Materials
CHEMBOND,Chembond Material Technologies Limited,EQ,20-NOV-2019,5,1,INE995D01025,5,Basic Materials
CHEMBONDCH,Chembond Chemicals Limited,EQ,23-JUL-2025,5,1,INE0TGX01019,5,Basic Materials
CHEMCON,Chemcon Speciality Chemicals Limited,EQ,01-OCT-2020,10,1,INE03YM01018,10,Basic Materials
CHEMFAB,Chemfab Alkalis Limited,EQ,25-APR-2018,10,1,INE783X01023,10,Basic Materials
CHEMPLASTS,Chemplast Sanmar Limited,EQ,24-AUG-2021,5,1,INE488A01050,5,Basic Materials
CHENNPETRO,Chennai Petroleum Corporation Limited,EQ,07-JUN-2000,10,1,INE178A01016,10,Energy
CHEVIOT,Cheviot Company Limited,EQ,20-JUN-2022,10,1,INE974B01016,10,Consumer Cyclical
CHOICEIN,Choice International Limited,EQ,08-APR-2022,10,1,INE102B01014,10,Financial Services
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,EQ,15-MAY-1996,2,1,INE121A01024,2,Financial Services
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,EQ,25-SEP-2017,1,1,INE149A01033,1,Financial Services
CIEINDIA,CIE Automotive India Limited,EQ,30-AUG-2007,10,1,INE536H01010,10,Consumer Cyclical
CIFL,Capital India Finance Limited,EQ,17-APR-2025,2,1,INE345H01024,2,Financial Services
CIGNITITEC,Cigniti Technologies Limited,EQ,13-OCT-2014,10,1,INE675C01017,10,Technology
CINELINE,Cineline India Limited,EQ,13-JUN-2012,5,1,INE704H01022,5,Communication Services
CINEVISTA,Cinevista Limited,EQ,02-MAY-2000,2,1,INE039B01026,2,Communication Services
CIPLA,Cipla Limited,EQ,08-FEB-1995,2,1,INE059A01026,2,Healthcare
CLEAN,Clean Science and Technology Limited,EQ,19-JUL-2021,1,1,INE227W01023,1,Basic Materials
CLEDUCATE,CL Educate Limited,BE,31-MAR-2017,5,1,INE201M01029,5,Consumer Defensive
CLSEL,Chaman Lal Setia Exports Limited,EQ,12-MAY-2021,2,1,INE419D01026,2,Consumer Defensive
CMSINFO,CMS Info Systems Limited,EQ,31-DEC-2021,10,1,INE925R01014,10,Industrials
COALINDIA,Coal India Limited,EQ,04-NOV-2010,10,1,INE522F01014,10,Energy
COASTCORP,Coastal Corporation Limited,EQ,08-OCT-2021,2,1,INE377E01024,2,Consumer Defensive
COCHINSHIP,Cochin Shipyard Limited,EQ,11-AUG-2017,5,1,INE704P01025,5,Industrials
COFFEEDAY,Coffee Day Enterprises Limited,BE,02-NOV-2015,10,1,INE335K01011,10,Consumer Cyclical
COFORGE,Coforge Limited,EQ,30-AUG-2004,2,1,INE591G01025,2,Technology
COHANCE,Cohance Lifesciences Limited,EQ,09-MAR-2020,1,1,INE03QK01018,1,Healthcare
COLPAL,Colgate Palmolive (India) Limited,EQ,17-DEC-2007,1,1,INE259A01022,1,Consumer Defensive
COMPINFO,Compuage Infocom Limited,BZ,07-JUL-2016,2,1,INE070C01037,2,Technology
COMPUSOFT,Compucom Software Limited,EQ,02-MAR-2012,2,1,INE453B01029,2,Consumer Defensive
COMSYN,Commercial Syn Bags Limited,EQ,23-JAN-2024,10,1,INE073V01015,10,Consumer Cyclical
CONCOR,Container Corporation of India Limited,EQ,07-MAY-1997,5,1,INE111A01025,5,Industrials
CONCORDBIO,Concord Biotech Limited,EQ,18-AUG-2023,1,1,INE338H01029,1,Healthcare
CONFIPET,Confidence Petroleum India Limited,EQ,13-JUN-2019,1,1,INE552D01024,1,Energy
CONSOFINVT,Consolidated Finvest & Holdings Limited,EQ,29-MAR-2005,10,1,INE025A01027,10,Financial Services
CONTROLPR,Control Print Limited,EQ,24-JUN-2016,10,1,INE663B01015,10,Industrials
CORALFINAC,Coral India Finance & Housing Limited,EQ,25-MAR-1996,2,1,INE558D01021,2,Real Estate
CORDSCABLE,Cords Cable Industries Limited,EQ,13-FEB-2008,10,1,INE792I01017,10,Industrials
COROMANDEL,Coromandel International Limited,EQ,31-MAY-1995,1,1,INE169A01031,1,Basic Materials
COSMOFIRST,COSMO FIRST LIMITED,EQ,25-MAY-1995,10,1,INE757A01017,10,Consumer Cyclical
COUNCODOS,Country Condo's Limited,EQ,22-JAN-2009,1,1,INE695B01025,1,Real Estate
CPCAP,CP Capital Limited,EQ,06-OCT-2010,10,1,INE521J01018,10,Financial Services
CPEDU,Career Point Edutech Limited,EQ,05-SEP-2025,10,1,INE0P6P01016,10,Consumer Defensive
CPPLUS,Aditya Infotech Limited,EQ,05-AUG-2025,1,1,INE819V01029,1,Industrials
CRAFTSMAN,Craftsman Automation Limited,EQ,25-MAR-2021,5,1,INE00LO01017,5,Consumer Cyclical
CREATIVE,Creative Newtech Limited,EQ,05-AUG-2019,10,1,INE985W01018,10,Technology
CREATIVEYE,Creative Eye Limited,EQ,20-DEC-2000,5,1,INE230B01021,5,Communication Services
CREDITACC,CREDITACCESS GRAMEEN LIMITED,EQ,23-AUG-2018,10,1,INE741K01010,10,Financial Services
CREST,Crest Ventures Limited,EQ,27-DEC-2006,10,1,INE559D01011,10,Financial Services
CRISIL,CRISIL Limited,EQ,28-JUN-1995,1,1,INE007A01025,1,Financial Services
CRIZAC,Crizac Limited,EQ,09-JUL-2025,2,1,INE0S4R01014,2,Consumer Defensive
CROMPTON,Crompton Greaves Consumer Electricals Limited,EQ,13-MAY-2016,2,1,INE299U01018,2,Consumer Cyclical
CROWN,Crown Lifters Limited,EQ,08-FEB-2022,10,1,INE491V01019,10,Industrials
CSBBANK,CSB Bank Limited,EQ,04-DEC-2019,10,1,INE679A01013,10,Financial Services
CSLFINANCE,CSL Finance Limited,EQ,21-JUL-2022,10,1,INE718F01018,10,Financial Services
CTE,Cambridge Technology Enterprises Limited,EQ,07-FEB-2007,10,1,INE627H01017,10,Technology
CUB,City Union Bank Limited,EQ,25-AUG-1998,1,1,INE491A01021,1,Financial Services
CUBEXTUB,Cubex Tubings Limited,BE,24-APR-1996,10,1,INE144D01012,10,Basic Materials
CUMMINSIND,Cummins India Limited,EQ,29-MAR-1995,2,1,INE298A01020,2,Industrials
CUPID,Cupid Limited,EQ,16-SEP-2016,1,1,INE509F01029,1,Consumer Defensive
CURAA,Cura Technologies Limited,BE,21-MAR-2025,10,1,INE117B01020,10,Technology
CYBERMEDIA,Cyber Media (India) Limited,BE,10-JUN-2005,10,1,INE278G01037,10,Communication Services
CYBERTECH,Cybertech Systems And Software Limited,BE,27-JAN-1999,10,1,INE214A01019,10,Technology
CYIENT,Cyient Limited,EQ,30-SEP-1998,5,1,INE136B01020,5,Industrials
CYIENTDLM,Cyient DLM Limited,EQ,10-JUL-2023,10,1,INE055S01018,10,Technology
DABUR,Dabur India Limited,EQ,28-APR-1999,1,1,INE016A01026,1,Consumer Defensive
DALBHARAT,Dalmia Bharat Limited,EQ,22-JAN-2019,2,1,INE00R701025,2,Basic Materials
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,EQ,17-JAN-1996,2,1,INE495A01022,2,Consumer Defensive
DAMCAPITAL,Dam Capital Advisors Limited,EQ,27-DEC-2024,2,1,INE284H01025,2,Financial Services
DAMODARIND,Damodar Industries Limited,EQ,04-JUL-2016,5,1,INE497D01022,5,Consumer Cyclical
DANGEE,Dangee Dums Limited,EQ,13-NOV-2020,1,1,INE688Y01022,1,Consumer Cyclical
DATAMATICS,Datamatics Global Services Limited,EQ,07-MAY-2004,5,1,INE365B01017,5,Technology
DATAPATTNS,Data Patterns (India) Limited,EQ,24-DEC-2021,2,1,INE0IX101010,2,Industrials
DAVANGERE,Davangere Sugar Company Limited,EQ,25-JAN-2024,1,1,INE179G01029,1,Consumer Defensive
DBCORP,D.B.Corp Limited,EQ,06-JAN-2010,10,1,INE950I01011,10,Communication Services
DBEIL,Deepak Builders & Engineers India Limited,EQ,28-OCT-2024,10,1,INE0OPA01019,10,Industrials
DBL,Dilip Buildcon Limited,EQ,11-AUG-2016,10,1,INE917M01012,10,Industrials
DBOL,Dhampur Bio Organics Limited,EQ,08-SEP-2022,10,1,INE0I3401014,10,Consumer Defensive
DBREALTY,Valor Estate Limited,EQ,24-FEB-2010,10,1,INE879I01012,10,Real Estate
DBSTOCKBRO,DB (International) Stock Brokers Limited,EQ,29-FEB-2012,2,1,INE921B01025,2,Financial Services
DCAL,Dishman Carbogen Amcis Limited,EQ,21-SEP-2017,2,1,INE385W01011,2,Healthcare
DCBBANK,DCB Bank Limited,EQ,27-OCT-2006,10,1,INE503A01015,10,Financial Services
DCI,Dc Infotech And Communication Limited,EQ,19-OCT-2022,10,1,INE0A1101019,10,Technology
DCM,DCM  Limited,EQ,29-MAR-1995,10,1,INE498A01018,10,Industrials
DCMFINSERV,DCM Financial Services Limited,EQ,21-MAY-1997,10,1,INE891B01012,10,Financial Services
DCMNVL,DCM Nouvelle Limited,EQ,16-JUL-2019,10,1,INE08KP01019,10,Consumer Cyclical
DCMSHRIRAM,DCM Shriram Limited,EQ,12-APR-1995,2,1,INE499A01024,2,Industrials
DCMSRIND,DCM Shriram Industries Limited,EQ,24-DEC-2021,2,1,INE843D01027,2,Consumer Defensive
DCW,DCW Limited,EQ,25-MAY-1995,2,1,INE500A01029,2,Basic Materials
DCXINDIA,DCX Systems Limited,EQ,11-NOV-2022,2,1,INE0KL801015,2,Industrials
DDEVPLSTIK,Ddev Plastiks Industries Limited,EQ,15-JAN-2025,1,1,INE0HR601026,1,Basic Materials
DECCANCE,Deccan Cements Limited,EQ,02-AUG-2007,5,1,INE583C01021,5,Basic Materials
DEEDEV,DEE Development Engineers Limited,EQ,26-JUN-2024,10,1,INE841L01016,10,Industrials
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ,17-JAN-2003,10,1,INE501A01019,10,Basic Materials
DEEPAKNTR,Deepak Nitrite Limited,EQ,29-SEP-2010,2,1,INE288B01029,2,Basic Materials
DEEPINDS,Deep Industries Limited,EQ,27-APR-2021,5,1,INE0FHS01024,5,Energy
DELHIVERY,Delhivery Limited,EQ,24-MAY-2022,1,1,INE148O01028,1,Industrials
DELPHIFX,DELPHI WORLD MONEY LIMITED,BE,28-JUN-2011,10,1,INE726L01019,10,Financial Services
DELTACORP,Delta Corp Limited,EQ,02-NOV-2007,1,1,INE124G01033,1,Consumer Cyclical
DELTAMAGNT,Delta Manufacturing Limited,EQ,18-OCT-1995,10,1,INE393A01011,10,Industrials
DEN,Den Networks Limited,EQ,24-NOV-2009,10,1,INE947J01015,10,Communication Services
DENORA,De Nora India Limited,EQ,07-AUG-1997,10,1,INE244A01016,10,Industrials
DENTA,Denta Water and Infra Solutions Limited,EQ,29-JAN-2025,10,1,INE0R4L01018,10,Industrials
DEVIT,Dev Information Technology Limited,EQ,15-FEB-2022,2,1,INE060X01034,2,Technology
DEVX,Dev Accelerator Limited,EQ,17-SEP-2025,2,1,INE0VOV01021,2,Real Estate
DEVYANI,Devyani International Limited,EQ,16-AUG-2021,1,1,INE872J01023,1,Consumer Cyclical
DGCONTENT,Digicontent Limited,BE,18-JUN-2019,2,1,INE03JI01017,2,Communication Services
DHAMPURSUG,Dhampur Sugar Mills Limited,EQ,29-MAR-1995,10,1,INE041A01016,10,Consumer Defensive
DHANBANK,Dhanlaxmi Bank Limited,EQ,01-APR-2004,10,1,INE680A01011,10,Financial Services
DHANI,Dhani Services Limited,EQ,02-APR-2008,2,1,INE274G01010,2,Financial Services
DHANUKA,Dhanuka Agritech Limited,EQ,29-JUN-2011,2,1,INE435G01025,2,Basic Materials
DHARAN,DHARAN INFRA-EPC LIMITED,BZ,02-APR-2018,1,1,INE278R01018,1,Real Estate
DHARMAJ,Dharmaj Crop Guard Limited,EQ,08-DEC-2022,10,1,INE00OQ01016,10,Basic Materials
DHRUV,Dhruv Consultancy Services Limited,EQ,25-NOV-2021,10,1,INE506Z01015,10,Industrials
DHUNINV,Dhunseri Investments Limited,EQ,18-MAR-2011,10,1,INE320L01011,10,Financial Services
DIACABS,Diamond Power Infrastructure Limited,EQ,15-SEP-2023,1,1,INE989C01038,1,Industrials
DIAMINESQ,Diamines & Chemicals Limited,EQ,25-SEP-2023,10,1,INE591D01014,10,Basic Materials
DIAMONDYD,Prataap Snacks Limited,EQ,05-OCT-2017,5,1,INE393P01035,5,Consumer Defensive
DICIND,DIC India Limited,EQ,30-AUG-1995,10,1,INE303A01010,10,Basic Materials
DIFFNKG,Diffusion Engineers Limited,EQ,04-OCT-2024,10,1,INE184O01015,10,Industrials
DIGIDRIVE,Digidrive Distributors Limited,EQ,10-JAN-2024,10,1,INE0PSC01024,10,Consumer Cyclical
DIGISPICE,DiGiSPICE Technologies Limited,BE,27-MAY-2008,3,1,INE927C01020,3,Technology
DIGITIDE,Digitide Solutions Limited,EQ,11-JUN-2025,10,1,INE0U4701011,10,Industrials
DIGJAMLMTD,Digjam Limited,BE,18-OCT-2021,10,1,INE731U01028,10,Consumer Cyclical
DIL,Debock Industries Limited,EQ,31-MAR-2022,10,1,INE411Y01011,10,Industrials
DISHTV,Dish TV India Limited,EQ,18-APR-2007,1,1,INE836F01026,1,Communication Services
DIVGIITTS,Divgi Torqtransfer Systems Limited,EQ,14-MAR-2023,5,1,INE753U01022,5,Consumer Cyclical
DIVISLAB,Divi's Laboratories Limited,EQ,12-MAR-2003,2,1,INE361B01024,2,Healthcare
DIXON,Dixon Technologies (India) Limited,EQ,18-SEP-2017,2,1,INE935N01020,2,Technology
DJML,DJ Mediaprint & Logistics Limited,EQ,05-DEC-2022,10,1,INE0B1K01014,10,Industrials
DLF,DLF Limited,EQ,05-JUL-2007,2,1,INE271C01023,2,Real Estate
DLINKINDIA,D-Link (India) Limited,EQ,18-DEC-2009,2,1,INE250K01012,2,Technology
DMART,Avenue Supermarts Limited,EQ,21-MAR-2017,10,1,INE192R01011,10,Consumer Defensive
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,EQ,01-DEC-2021,10,1,INE505A01010,10,Basic Materials
DNAMEDIA,Diligent Media Corporation Limited,EQ,11-DEC-2017,1,1,INE016M01021,1,Communication Services
DODLA,Dodla Dairy Limited,EQ,28-JUN-2021,10,1,INE021O01019,10,Consumer Defensive
DOLATALGO,Dolat Algotech Limited,EQ,12-JAN-2024,1,1,INE966A01022,1,Financial Services
DOLLAR,Dollar Industries Limited,EQ,21-APR-2017,2,1,INE325C01035,2,Consumer Cyclical
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,EQ,21-AUG-2023,1,1,INE920A01037,1,Energy
DOMS,DOMS Industries Limited,EQ,20-DEC-2023,10,1,INE321T01012,10,Industrials
DONEAR,Donear Industries Limited,EQ,20-DEC-2006,2,1,INE668D01028,2,Consumer Cyclical
DPABHUSHAN,D. P. Abhushan Limited,EQ,03-NOV-2020,10,1,INE266Y01019,10,Consumer Cyclical
DPSCLTD,DPSC Limited,EQ,21-APR-2008,1,1,INE360C01024,1,Utilities
DPWIRES,D P Wires Limited,EQ,17-JAN-2020,10,1,INE864X01013,10,Industrials
DRCSYSTEMS,DRC Systems India Limited,EQ,10-MAR-2021,1,1,INE03RS01027,1,Technology
DREAMFOLKS,Dreamfolks Services Limited,BE,06-SEP-2022,2,1,INE0JS101016,2,Industrials
